"","gene_id","control1","control2","treat1","treat2"
"23435","NM_004050",0,0,0,0
"23436","NM_004051",0,0,0,0
"23437","NM_004052",1337,1453,1442,1142
"23438","NM_004053",40,59,62,44
"23439","NM_004054",2,0,1,2
"23440","NM_004055",330,214,224,231
"23441","NM_004056",0,0,0,0
"23442","NM_004057",1,0,0,0
"23443","NM_004058",1,2,0,2
"23444","NM_004059",0,0,0,0
"23445","NM_004060",46,47,83,49
"23446","NM_004061",0,0,0,0
"23447","NM_004062",0,0,0,0
"23448","NM_004063",0,0,0,0
"23449","NM_004064",601,583,396,266
"23450","NM_004065",540,815,1741,1259
"23451","NM_004066",0,0,0,0
"23452","NM_004067",0,0,0,0
"23453","NM_004068",0,0,0,0
"23454","NM_004069",0,0,0,0
"23455","NM_004070",0,0,0,0
"23456","NM_004071",0,0,0,0
"23457","NM_004072",0,0,0,0
"23458","NM_004073",166,116,352,344
"23459","NM_004074",747,705,939,801
"23460","NM_004075",101,116,116,87
"23461","NM_004076",0,0,0,0
"23462","NM_004077",889,986,853,777
"23463","NM_004078",0,0,0,0
"23464","NM_004079",1,2,6,9
"23465","NM_004080",1,1,3,3
"23466","NM_004081",0,0,0,0
"23467","NM_004082",0,0,0,0
"23468","NM_004083",0,0,0,0
"23469","NM_004084",0,0,0,0
"23470","NM_004085",8,12,11,16
"23471","NM_004086",0,0,0,0
"23472","NM_004087",0,0,1,1
"23473","NM_004088",0,0,0,0
"23474","NM_004089",29,23,16,16
"23475","NM_004090",524,495,774,719
"23476","NM_004091",11,9,5,10
"23477","NM_004092",538,489,640,586
"23478","NM_004093",244,265,218,215
"23479","NM_004094",823,848,1078,957
"23480","NM_004095",536,613,396,291
"23481","NM_004096",986,999,1004,1091
"23482","NM_004097",2,2,0,4
"23483","NM_004098",4,1,3,1
"23484","NM_004099",0,0,0,0
"23485","NM_004100",0,0,0,0
"23486","NM_004101",12,13,21,12
"23487","NM_004102",101,98,83,97
"23488","NM_004103",0,0,0,0
"23489","NM_004104",446,264,258,386
"23490","NM_004106",3,4,0,1
"23491","NM_004107",31,25,27,24
"23492","NM_004108",0,0,0,0
"23493","NM_004109",109,151,142,118
"23494","NM_004110",2,0,0,0
"23495","NM_004111",126,179,158,123
"23496","NM_004112",2,3,2,2
"23497","NM_004113",0,0,0,0
"23498","NM_004114",0,0,0,0
"23499","NM_004115",0,0,0,0
"23500","NM_004116",0,0,0,0
"23501","NM_004117",0,0,0,0
"23502","NM_004118",0,0,0,0
"23503","NM_004119",0,0,0,0
"23504","NM_004120",370,367,121,97
"23505","NM_004121",0,0,0,0
"23506","NM_004122",0,0,0,0
"23507","NM_004123",3,1,0,0
"23508","NM_004124",815,969,1217,1087
"23509","NM_004125",0,0,0,0
"23510","NM_004126",657,764,1084,886
"23511","NM_004127",0,0,0,0
"23512","NM_004128",246,261,390,327
"23513","NM_004130",0,0,0,0
"23514","NM_004131",0,0,0,0
"23515","NM_004132",0,0,0,0
"23516","NM_004133",0,2,2,1
"23517","NM_004134",2493,2657,3068,2907
"23518","NM_004135",0,0,0,0
"23519","NM_004136",308,306,259,277
"23520","NM_004137",0,0,0,1
"23521","NM_004138",0,0,0,0
"23522","NM_004139",0,1,1,0
"23523","NM_004140",496,415,404,380
"23524","NM_004143",0,0,0,0
"23525","NM_004145",0,0,0,0
"23526","NM_004146",434,462,499,439
"23527","NM_004147",423,435,494,425
"23528","NM_004148",184,193,410,282
"23529","NM_004152",0,0,0,0
"23530","NM_004153",0,0,0,0
"23531","NM_004155",118,128,68,76
"23532","NM_004157",284,321,344,287
"23533","NM_004158",4,5,5,3
"23534","NM_004159",1,0,3,2
"23535","NM_004160",3,0,1,0
"23536","NM_004161",122,134,180,161
"23537","NM_004162",2,0,1,1
"23538","NM_004163",105,64,123,157
"23539","NM_004164",1,0,0,0
"23540","NM_004165",0,0,0,0
"23541","NM_004168",38,35,42,47
"23542","NM_004169",0,0,0,0
"23543","NM_004170",269,239,280,340
"23544","NM_004171",2,2,5,2
"23545","NM_004172",0,0,0,0
"23546","NM_004173",10,8,7,2
"23547","NM_004174",0,0,0,0
"23548","NM_004175",0,0,0,0
"23549","NM_004176",0,0,0,0
"23550","NM_004177",4,5,4,9
"23551","NM_004178",0,0,0,0
"23552","NM_004179",0,0,2,3
"23553","NM_004180",0,0,0,0
"23554","NM_004181",3095,3490,4167,3768
"23555","NM_004182",0,0,0,0
"23556","NM_004183",0,1,0,0
"23557","NM_004184",0,0,0,0
"23558","NM_004185",0,0,0,1
"23559","NM_004186",250,158,123,123
"23560","NM_004187",0,0,0,0
"23561","NM_004188",0,0,1,1
"23562","NM_004189",0,0,0,0
"23563","NM_004190",0,0,0,0
"23564","NM_004192",0,0,0,0
"23565","NM_004193",0,0,0,0
"23566","NM_004194",0,0,0,0
"23567","NM_004195",0,0,0,0
"23568","NM_004196",19,13,10,10
"23569","NM_004197",0,0,0,0
"23570","NM_004198",0,0,0,0
"23571","NM_004199",0,0,0,0
"23572","NM_004200",0,0,0,0
"23573","NM_004202",9,6,10,10
"23574","NM_004203",0,0,0,0
"23575","NM_004204",2,2,0,0
"23576","NM_004205",0,3,2,0
"23577","NM_004206",0,0,0,0
"23578","NM_004207",3,2,5,2
"23579","NM_004208",0,0,0,0
"23580","NM_004209",35,20,4,11
"23581","NM_004210",12,6,15,14
"23582","NM_004211",0,0,1,0
"23583","NM_004212",0,0,1,1
"23584","NM_004213",0,0,0,0
"23585","NM_004214",0,0,0,0
"23586","NM_004215",12,5,9,11
"23587","NM_004217",0,0,0,0
"23588","NM_004218",51,38,51,50
"23589","NM_004219",0,1,0,1
"23590","NM_004220",0,0,0,0
"23591","NM_004221",0,0,0,0
"23592","NM_004223",27,25,21,17
"23593","NM_004224",0,0,0,0
"23594","NM_004225",168,157,171,161
"23595","NM_004226",649,811,755,638
"23596","NM_004227",697,692,465,432
"23597","NM_004228",0,0,0,0
"23598","NM_004229",488,336,366,353
"23599","NM_004230",512,477,602,458
"23600","NM_004231",0,0,0,0
"23601","NM_004232",639,593,711,623
"23602","NM_004233",0,0,0,0
"23603","NM_004234",46,54,39,36
"23604","NM_004235",0,0,0,0
"23605","NM_004236",0,0,0,0
"23606","NM_004237",64,49,18,20
"23607","NM_004238",0,0,0,0
"23608","NM_004239",1270,1101,1376,1330
"23609","NM_004240",0,0,0,0
"23610","NM_004242",0,0,0,0
"23611","NM_004244",0,0,0,0
"23612","NM_004245",0,0,0,0
"23613","NM_004246",1,1,1,3
"23614","NM_004247",0,0,0,0
"23615","NM_004248",0,1,1,0
"23616","NM_004249",3,4,3,4
"23617","NM_004251",9,5,5,0
"23618","NM_004252",94,88,77,73
"23619","NM_004254",0,0,0,0
"23620","NM_004255",157,147,161,160
"23621","NM_004256",3,3,6,5
"23622","NM_004257",0,0,0,0
"23623","NM_004258",0,0,0,0
"23624","NM_004259",99,66,104,76
"23625","NM_004260",69,57,50,39
"23626","NM_004261",3,3,2,2
"23627","NM_004262",1,1,6,5
"23628","NM_004263",0,0,0,0
"23629","NM_004264",0,0,0,0
"23630","NM_004265",187,208,152,109
"23631","NM_004267",39,30,71,59
"23632","NM_004268",215,248,241,233
"23633","NM_004269",1,3,5,1
"23634","NM_004270",3,0,0,1
"23635","NM_004271",0,0,1,0
"23636","NM_004272",5,3,8,4
"23637","NM_004273",946,711,881,779
"23638","NM_004274",86,77,85,112
"23639","NM_004275",0,0,0,0
"23640","NM_004276",0,0,0,0
"23641","NM_004277",2,6,3,2
"23642","NM_004278",57,53,45,47
"23643","NM_004279",686,657,618,493
"23644","NM_004280",20,19,28,26
"23645","NM_004281",214,170,243,259
"23646","NM_004282",621,864,728,576
"23647","NM_004283",187,155,114,100
"23648","NM_004284",0,0,0,0
"23649","NM_004285",37,18,31,18
"23650","NM_004286",402,386,398,378
"23651","NM_004287",366,340,529,450
"23652","NM_004288",0,0,0,0
"23653","NM_004289",208,189,307,244
"23654","NM_004290",0,0,0,0
"23655","NM_004291",0,0,0,0
"23656","NM_004292",464,317,413,347
"23657","NM_004293",0,0,0,0
"23658","NM_004294",110,64,79,62
"23659","NM_004295",298,223,470,430
"23660","NM_004296",0,0,0,0
"23661","NM_004297",5,9,13,12
"23662","NM_004298",3,1,3,0
"23663","NM_004299",0,0,0,0
"23664","NM_004300",0,0,0,0
"23665","NM_004301",0,0,0,0
"23666","NM_004302",0,0,0,0
"23667","NM_004304",9,7,10,13
"23668","NM_004305",0,0,0,0
"23669","NM_004306",0,0,0,0
"23670","NM_004307",0,0,0,0
"23671","NM_004308",666,539,656,630
"23672","NM_004309",0,0,0,0
"23673","NM_004310",0,0,0,0
"23674","NM_004311",224,218,251,202
"23675","NM_004312",4,3,5,1
"23676","NM_004313",0,0,0,0
"23677","NM_004314",2,1,0,0
"23678","NM_004315",0,0,0,0
"23679","NM_004316",0,0,1,1
"23680","NM_004317",521,584,555,466
"23681","NM_004318",0,0,0,0
"23682","NM_004319",2,3,9,8
"23683","NM_004320",0,0,0,0
"23684","NM_004321",0,0,0,0
"23685","NM_004322",5,10,14,9
"23686","NM_004323",0,0,0,0
"23687","NM_004324",0,0,0,0
"23688","NM_004326",180,143,111,95
"23689","NM_004327",20,5,9,7
"23690","NM_004328",1,0,1,0
"23691","NM_004329",529,501,460,376
"23692","NM_004330",765,817,858,825
"23693","NM_004331",2409,2557,2494,2027
"23694","NM_004332",0,0,0,0
"23695","NM_004333",148,127,133,122
"23696","NM_004334",263,258,196,184
"23697","NM_004335",13,20,12,27
"23698","NM_004336",0,0,0,0
"23699","NM_004337",1,1,0,0
"23700","NM_004339",108,125,122,107
"23701","NM_004341",8,7,3,9
"23702","NM_004342",0,0,0,0
"23703","NM_004343",18407,13298,22248,18686
"23704","NM_004344",447,444,603,489
"23705","NM_004345",0,0,1,0
"23706","NM_004346",5,6,12,11
"23707","NM_004347",0,0,0,0
"23708","NM_004349",7,3,1,8
"23709","NM_004350",0,0,0,1
"23710","NM_004352",0,0,0,0
"23711","NM_004354",277,284,203,201
"23712","NM_004355",0,0,0,0
"23713","NM_004356",39,41,57,32
"23714","NM_004357",0,0,0,0
"23715","NM_004358",0,0,0,0
"23716","NM_004359",359,356,408,326
"23717","NM_004360",0,0,0,0
"23718","NM_004361",0,0,0,0
"23719","NM_004362",0,0,0,0
"23720","NM_004363",0,0,0,0
"23721","NM_004364",0,0,0,0
"23722","NM_004365",0,0,0,0
"23723","NM_004366",0,0,0,0
"23724","NM_004367",0,0,0,0
"23725","NM_004368",0,0,0,0
"23726","NM_004369",639,395,308,370
"23727","NM_004370",6186,6190,3303,3195
"23728","NM_004371",0,0,0,0
"23729","NM_004373",967,1045,1400,1064
"23730","NM_004374",414,410,495,434
"23731","NM_004375",121,105,129,107
"23732","NM_004376",0,0,0,0
"23733","NM_004377",0,0,0,0
"23734","NM_004378",0,0,1,0
"23735","NM_004379",0,0,0,0
"23736","NM_004380",5,4,9,3
"23737","NM_004381",0,0,0,0
"23738","NM_004382",0,0,0,0
"23739","NM_004383",7,3,5,4
"23740","NM_004384",0,0,0,0
"23741","NM_004385",0,0,0,0
"23742","NM_004386",1,0,1,0
"23743","NM_004387",0,0,0,0
"23744","NM_004388",179,153,252,251
"23745","NM_004389",0,0,0,0
"23746","NM_004390",104,121,116,64
"23747","NM_004391",0,0,0,0
"23748","NM_004392",0,0,0,0
"23749","NM_004393",0,0,0,0
"23750","NM_004394",0,0,1,0
"23751","NM_004395",99,92,85,77
"23752","NM_004396",2392,2259,3441,2934
"23753","NM_004397",2,1,0,3
"23754","NM_004398",208,221,245,207
"23755","NM_004399",0,0,0,0
"23756","NM_004401",0,0,0,0
"23757","NM_004402",0,0,0,0
"23758","NM_004403",0,0,0,0
"23759","NM_004404",0,0,0,0
"23760","NM_004405",3,3,0,0
"23761","NM_004406",0,0,0,0
"23762","NM_004407",0,0,0,0
"23763","NM_004408",0,0,0,0
"23764","NM_004409",0,0,0,0
"23765","NM_004411",0,0,0,0
"23766","NM_004412",77,62,49,38
"23767","NM_004413",0,0,0,0
"23768","NM_004414",6,3,7,5
"23769","NM_004415",273,200,203,267
"23770","NM_004416",0,0,1,1
"23771","NM_004417",760,718,709,630
"23772","NM_004418",3,10,9,3
"23773","NM_004419",130,144,333,319
"23774","NM_004420",1,0,0,2
"23775","NM_004421",615,533,809,664
"23776","NM_004422",434,380,313,255
"23777","NM_004423",834,666,670,577
"23778","NM_004424",0,0,0,0
"23779","NM_004425",0,0,0,0
"23780","NM_004426",467,171,251,180
"23781","NM_004427",12,8,27,8
"23782","NM_004428",0,0,0,0
"23783","NM_004429",301,305,430,299
"23784","NM_004430",2,1,0,0
"23785","NM_004431",216,141,534,457
"23786","NM_004432",0,0,0,0
"23787","NM_004433",0,0,0,0
"23788","NM_004434",0,0,0,0
"23789","NM_004435",95,112,151,132
"23790","NM_004436",0,0,0,0
"23791","NM_004437",0,0,0,0
"23792","NM_004438",0,0,0,0
"23793","NM_004439",0,0,0,0
"23794","NM_004440",0,0,0,0
"23795","NM_004441",1,5,8,10
"23796","NM_004442",0,0,0,0
"23797","NM_004443",117,107,52,36
"23798","NM_004444",914,841,614,413
"23799","NM_004445",0,0,0,0
"23800","NM_004446",2944,2856,2869,2474
"23801","NM_004447",968,838,965,918
"23802","NM_004448",0,0,0,0
"23803","NM_004449",0,0,0,0
"23804","NM_004450",646,735,837,643
"23805","NM_004451",0,0,0,0
"23806","NM_004452",0,0,2,0
"23807","NM_004453",9,7,11,7
"23808","NM_004454",209,168,442,432
"23809","NM_004455",33,18,38,41
"23810","NM_004456",0,0,0,0
"23811","NM_004457",28,20,4,19
"23812","NM_004458",0,0,0,0
"23813","NM_004459",33,29,13,21
"23814","NM_004460",22,23,22,21
"23815","NM_004461",309,297,460,418
"23816","NM_004462",0,0,0,0
"23817","NM_004463",157,147,122,117
"23818","NM_004464",0,0,0,0
"23819","NM_004465",0,2,1,0
"23820","NM_004466",0,0,3,2
"23821","NM_004467",0,0,0,0
"23822","NM_004468",21,18,17,8
"23823","NM_004469",0,0,0,0
"23824","NM_004470",2,2,2,10
"23825","NM_004472",91,74,76,64
"23826","NM_004473",37,32,60,53
"23827","NM_004474",8,7,6,3
"23828","NM_004475",820,706,637,578
"23829","NM_004476",0,0,0,0
"23830","NM_004477",15,3,0,0
"23831","NM_004479",0,0,0,0
"23832","NM_004480",0,0,0,0
"23833","NM_004481",0,0,0,0
"23834","NM_004482",40,44,61,43
"23835","NM_004483",0,0,0,0
"23836","NM_004484",0,0,0,0
"23837","NM_004485",0,0,0,0
"23838","NM_004486",1070,918,1105,947
"23839","NM_004487",0,0,0,0
"23840","NM_004488",1,0,0,0
"23841","NM_004489",370,364,391,299
"23842","NM_004490",0,0,3,3
"23843","NM_004491",1633,1235,1102,1051
"23844","NM_004492",231,207,277,232
"23845","NM_004493",0,0,0,0
"23846","NM_004494",146,112,116,105
"23847","NM_004495",0,0,0,0
"23848","NM_004496",0,0,0,1
"23849","NM_004497",0,0,1,1
"23850","NM_004498",0,0,0,1
"23851","NM_004499",0,0,0,0
"23852","NM_004500",0,0,0,0
"23853","NM_004501",0,0,0,0
"23854","NM_004502",0,0,0,0
"23855","NM_004503",0,4,1,0
"23856","NM_004504",0,0,0,0
"23857","NM_004505",1,0,0,0
"23858","NM_004506",0,3,0,3
"23859","NM_004507",18,12,11,18
"23860","NM_004508",0,0,0,0
"23861","NM_004509",0,0,0,0
"23862","NM_004510",0,0,0,0
"23863","NM_004513",0,0,0,0
"23864","NM_004514",423,348,356,336
"23865","NM_004515",0,0,0,0
"23866","NM_004516",0,0,0,0
"23867","NM_004517",0,0,0,0
"23868","NM_004518",0,0,0,0
"23869","NM_004519",0,0,0,0
"23870","NM_004520",0,0,0,0
"23871","NM_004521",2893,2673,3856,3437
"23872","NM_004522",1,0,0,0
"23873","NM_004523",385,359,81,95
"23874","NM_004524",0,0,0,0
"23875","NM_004525",0,0,7,6
"23876","NM_004526",0,0,0,0
"23877","NM_004527",0,0,0,0
"23878","NM_004528",754,808,806,669
"23879","NM_004529",28,34,31,23
"23880","NM_004530",929,897,1278,1092
"23881","NM_004531",2,2,2,4
"23882","NM_004532",0,0,0,0
"23883","NM_004533",0,0,0,1
"23884","NM_004535",0,0,0,0
"23885","NM_004536",0,0,0,0
"23886","NM_004537",103,95,104,90
"23887","NM_004538",17,16,20,29
"23888","NM_004539",2214,2405,2587,2111
"23889","NM_004540",34,45,27,16
"23890","NM_004541",537,662,746,662
"23891","NM_004542",0,0,0,0
"23892","NM_004543",0,0,0,0
"23893","NM_004544",703,676,609,537
"23894","NM_004545",257,308,382,311
"23895","NM_004546",303,380,436,362
"23896","NM_004547",0,0,0,0
"23897","NM_004548",620,659,597,526
"23898","NM_004549",0,0,0,0
"23899","NM_004550",3,1,2,0
"23900","NM_004551",298,269,324,269
"23901","NM_004552",0,0,0,0
"23902","NM_004553",224,196,289,278
"23903","NM_004554",0,0,0,0
"23904","NM_004555",4,2,0,2
"23905","NM_004556",67,54,166,136
"23906","NM_004557",1,0,0,0
"23907","NM_004558",1,1,3,1
"23908","NM_004559",459,430,472,422
"23909","NM_004560",260,184,90,66
"23910","NM_004561",0,0,0,0
"23911","NM_004562",1,0,0,0
"23912","NM_004563",0,0,0,0
"23913","NM_004564",195,162,187,140
"23914","NM_004565",183,170,193,148
"23915","NM_004566",0,0,0,0
"23916","NM_004567",0,0,0,0
"23917","NM_004568",0,0,0,0
"23918","NM_004569",46,52,77,54
"23919","NM_004570",0,0,0,0
"23920","NM_004571",4,8,11,6
"23921","NM_004572",0,0,0,0
"23922","NM_004573",0,0,0,0
"23923","NM_004574",0,0,0,0
"23924","NM_004575",0,0,0,0
"23925","NM_004577",291,248,257,180
"23926","NM_004578",1,0,0,0
"23927","NM_004579",0,0,0,0
"23928","NM_004580",0,0,0,0
"23929","NM_004581",6,4,9,11
"23930","NM_004582",0,0,0,0
"23931","NM_004583",0,0,0,0
"23932","NM_004584",4,11,7,8
"23933","NM_004585",89,109,36,27
"23934","NM_004586",596,561,488,518
"23935","NM_004587",0,0,0,0
"23936","NM_004588",0,0,0,3
"23937","NM_004589",186,221,262,259
"23938","NM_004590",0,1,0,0
"23939","NM_004591",0,0,0,0
"23940","NM_004592",0,0,0,0
"23941","NM_004593",41,58,48,28
"23942","NM_004594",78,46,38,52
"23943","NM_004595",49,71,52,48
"23944","NM_004596",400,317,234,189
"23945","NM_004597",0,0,0,0
"23946","NM_004598",2683,2465,1897,1992
"23947","NM_004599",0,0,0,0
"23948","NM_004600",0,0,0,0
"23949","NM_004602",0,0,0,0
"23950","NM_004603",1,3,1,3
"23951","NM_004604",0,0,0,0
"23952","NM_004605",0,0,0,0
"23953","NM_004606",0,0,0,0
"23954","NM_004607",0,0,0,0
"23955","NM_004608",6,2,2,3
"23956","NM_004609",0,0,0,0
"23957","NM_004610",0,0,0,0
"23958","NM_004612",0,0,0,0
"23959","NM_004613",575,708,961,1216
"23960","NM_004614",0,0,0,0
"23961","NM_004615",0,0,2,0
"23962","NM_004616",0,0,0,2
"23963","NM_004617",2,0,2,1
"23964","NM_004618",213,184,228,214
"23965","NM_004619",0,0,1,1
"23966","NM_004620",0,0,0,0
"23967","NM_004621",70,87,29,27
"23968","NM_004622",0,0,0,0
"23969","NM_004623",0,0,0,0
"23970","NM_004624",0,0,0,0
"23971","NM_004625",0,0,0,1
"23972","NM_004626",12,13,3,7
"23973","NM_004627",0,0,0,0
"23974","NM_004628",97,77,95,80
"23975","NM_004629",103,99,55,51
"23976","NM_004630",0,0,0,0
"23977","NM_004631",0,0,0,0
"23978","NM_004632",0,0,0,0
"23979","NM_004633",0,0,0,0
"23980","NM_004634",0,0,0,0
"23981","NM_004635",0,0,0,0
"23982","NM_004636",0,0,0,0
"23983","NM_004637",560,485,716,692
"23984","NM_004638",0,0,0,0
"23985","NM_004639",0,0,0,0
"23986","NM_004640",0,0,0,0
"23987","NM_004641",0,0,0,0
"23988","NM_004642",56,54,63,64
"23989","NM_004643",62,60,62,55
"23990","NM_004644",0,0,0,0
"23991","NM_004645",172,190,242,157
"23992","NM_004646",0,0,1,0
"23993","NM_004647",0,0,0,0
"23994","NM_004649",0,0,0,0
"23995","NM_004650",17,14,24,5
"23996","NM_004651",346,250,258,210
"23997","NM_004653",0,0,0,0
"23998","NM_004654",954,734,885,837
"23999","NM_004655",55,64,23,21
"24000","NM_004656",754,691,624,501
"24001","NM_004657",168,112,328,276
"24002","NM_004658",0,0,0,0
"24003","NM_004660",239,322,454,360
"24004","NM_004661",445,435,429,357
"24005","NM_004662",0,0,0,0
"24006","NM_004663",42,54,52,59
"24007","NM_004664",107,115,89,46
"24008","NM_004665",0,0,0,0
"24009","NM_004666",1,0,3,6
"24010","NM_004667",143,80,93,100
"24011","NM_004668",0,0,0,8
"24012","NM_004669",18,22,11,14
"24013","NM_004670",0,0,0,0
"24014","NM_004671",94,92,79,105
"24015","NM_004672",2,0,2,0
"24016","NM_004673",31,24,13,27
"24017","NM_004674",0,0,0,0
"24018","NM_004675",8,13,23,12
"24019","NM_004676",0,0,0,0
"24020","NM_004677",0,0,0,0
"24021","NM_004678",0,0,0,0
"24022","NM_004679",0,0,0,0
"24023","NM_004680",0,0,0,0
"24024","NM_004681",0,3,0,1
"24025","NM_004683",0,0,0,0
"24026","NM_004684",0,0,0,0
"24027","NM_004685",549,631,685,611
"24028","NM_004686",65,65,69,63
"24029","NM_004687",699,638,575,508
"24030","NM_004688",100,104,65,55
"24031","NM_004689",0,0,0,0
"24032","NM_004690",0,0,0,0
"24033","NM_004691",761,665,908,849
"24034","NM_004693",0,0,0,1
"24035","NM_004694",0,0,0,0
"24036","NM_004695",6,5,1,1
"24037","NM_004696",0,0,0,0
"24038","NM_004697",0,0,0,0
"24039","NM_004698",443,455,435,395
"24040","NM_004699",695,679,915,715
"24041","NM_004700",0,0,0,0
"24042","NM_004701",270,198,37,38
"24043","NM_004703",0,0,0,0
"24044","NM_004704",97,87,128,123
"24045","NM_004705",0,0,0,0
"24046","NM_004706",0,0,0,0
"24047","NM_004707",0,0,0,0
"24048","NM_004708",362,393,505,470
"24049","NM_004709",0,0,0,0
"24050","NM_004710",126,164,254,208
"24051","NM_004711",77,81,73,62
"24052","NM_004712",687,633,780,634
"24053","NM_004713",5,4,7,3
"24054","NM_004714",0,0,0,0
"24055","NM_004715",0,0,0,0
"24056","NM_004716",395,390,475,462
"24057","NM_004717",52,44,106,97
"24058","NM_004718",847,1099,1092,888
"24059","NM_004719",1387,1236,1084,1052
"24060","NM_004720",22,19,10,10
"24061","NM_004721",0,1,0,1
"24062","NM_004722",119,127,111,84
"24063","NM_004723",5,10,13,3
"24064","NM_004724",191,213,249,235
"24065","NM_004725",200,231,240,242
"24066","NM_004726",0,0,0,0
"24067","NM_004727",0,0,0,0
"24068","NM_004728",29,41,38,41
"24069","NM_004729",0,0,0,0
"24070","NM_004730",0,0,0,0
"24071","NM_004731",0,0,0,0
"24072","NM_004732",11,12,9,12
"24073","NM_004733",48,46,88,75
"24074","NM_004734",12,14,13,8
"24075","NM_004735",0,0,0,0
"24076","NM_004736",18,13,48,16
"24077","NM_004737",1,0,0,0
"24078","NM_004738",7,5,7,6
"24079","NM_004739",875,813,1040,872
"24080","NM_004740",3,3,0,1
"24081","NM_004741",0,0,0,0
"24082","NM_004742",0,1,1,4
"24083","NM_004744",0,0,0,0
"24084","NM_004745",0,0,0,0
"24085","NM_004746",0,0,0,0
"24086","NM_004747",4,3,1,1
"24087","NM_004748",4,7,8,17
"24088","NM_004749",0,0,0,0
"24089","NM_004750",141,101,174,219
"24090","NM_004751",1,0,3,0
"24091","NM_004752",1,0,0,2
"24092","NM_004753",1250,2077,581,430
"24093","NM_004755",2,1,4,2
"24094","NM_004756",3,3,0,2
"24095","NM_004757",61,34,51,29
"24096","NM_004758",0,0,0,0
"24097","NM_004759",19,12,14,19
"24098","NM_004760",530,533,1067,1041
"24099","NM_004761",0,0,0,0
"24100","NM_004762",0,0,0,0
"24101","NM_004763",71,45,55,53
"24102","NM_004764",0,0,0,0
"24103","NM_004765",48,53,49,40
"24104","NM_004766",0,0,0,0
"24105","NM_004767",0,1,1,0
"24106","NM_004768",0,0,2,0
"24107","NM_004769",0,0,0,0
"24108","NM_004770",0,0,7,3
"24109","NM_004771",0,0,0,2
"24110","NM_004772",5,5,0,2
"24111","NM_004773",0,0,0,0
"24112","NM_004774",813,737,769,640
"24113","NM_004775",1,0,4,2
"24114","NM_004776",387,396,382,329
"24115","NM_004778",13,10,22,14
"24116","NM_004779",0,0,0,0
"24117","NM_004780",1,0,0,0
"24118","NM_004781",1466,1407,1750,1597
"24119","NM_004782",443,386,421,353
"24120","NM_004783",111,85,111,111
"24121","NM_004784",5,1,4,2
"24122","NM_004785",0,0,0,0
"24123","NM_004786",0,0,0,0
"24124","NM_004787",3,2,2,0
"24125","NM_004788",0,0,0,0
"24126","NM_004789",0,0,1,0
"24127","NM_004790",0,0,0,0
"24128","NM_004791",0,0,0,0
"24129","NM_004792",501,525,608,461
"24130","NM_004793",27,25,28,21
"24131","NM_004794",42,30,12,11
"24132","NM_004795",1,0,1,4
"24133","NM_004796",0,0,0,0
"24134","NM_004797",0,0,0,0
"24135","NM_004798",923,821,1392,1326
"24136","NM_004799",18,15,22,18
"24137","NM_004800",2111,2293,2706,2375
"24138","NM_004801",0,0,0,0
"24139","NM_004802",0,0,0,0
"24140","NM_004803",1,2,4,3
"24141","NM_004804",516,531,671,567
"24142","NM_004805",211,175,239,237
"24143","NM_004807",248,199,183,99
"24144","NM_004808",52,35,58,55
"24145","NM_004809",0,0,0,0
"24146","NM_004810",0,0,0,0
"24147","NM_004811",19,8,56,51
"24148","NM_004813",6,5,5,4
"24149","NM_004814",333,321,389,278
"24150","NM_004815",1737,1685,1961,1879
"24151","NM_004816",0,0,0,0
"24152","NM_004817",0,0,0,0
"24153","NM_004818",1145,1128,1391,1161
"24154","NM_004819",415,345,322,330
"24155","NM_004820",20,27,84,79
"24156","NM_004821",0,0,0,0
"24157","NM_004822",26,21,25,22
"24158","NM_004823",147,135,255,265
"24159","NM_004824",5,4,8,9
"24160","NM_004825",0,0,0,0
"24161","NM_004826",0,0,0,0
"24162","NM_004827",1,0,2,0
"24163","NM_004828",0,0,0,0
"24164","NM_004829",0,0,0,0
"24165","NM_004830",40,41,52,46
"24166","NM_004831",82,67,92,68
"24167","NM_004832",0,0,0,0
"24168","NM_004833",2,1,2,1
"24169","NM_004834",0,0,1,0
"24170","NM_004835",0,0,0,0
"24171","NM_004836",20,27,26,26
"24172","NM_004838",35,23,34,38
"24173","NM_004839",0,0,0,0
"24174","NM_004840",5,3,3,1
"24175","NM_004841",3,2,2,2
"24176","NM_004842",0,0,0,0
"24177","NM_004843",63,72,113,68
"24178","NM_004844",25,27,15,17
"24179","NM_004845",0,0,0,0
"24180","NM_004846",36,56,59,66
"24181","NM_004847",0,0,0,0
"24182","NM_004848",0,0,0,0
"24183","NM_004849",0,0,0,0
"24184","NM_004850",1771,1643,1101,1038
"24185","NM_004851",4,1,8,4
"24186","NM_004852",1,1,3,4
"24187","NM_004853",50,42,43,39
"24188","NM_004854",106,113,132,73
"24189","NM_004855",149,180,186,146
"24190","NM_004856",0,0,0,0
"24191","NM_004857",15,20,12,12
"24192","NM_004859",0,0,0,0
"24193","NM_004860",447,422,564,498
"24194","NM_004861",0,0,0,1
"24195","NM_004862",2,0,0,1
"24196","NM_004863",1660,1578,1703,1457
"24197","NM_004864",120,196,1027,793
"24198","NM_004865",26,39,36,30
"24199","NM_004866",0,0,0,0
"24200","NM_004867",0,0,0,0
"24201","NM_004869",636,645,643,577
"24202","NM_004870",0,0,0,0
"24203","NM_004871",0,0,0,0
"24204","NM_004872",0,0,0,0
